Fighter,Summary,Link
Michael Trasso,"Michael Trasso is a Brazilian jiu-jitsu black belt under Regis Lebre, and a member of the Gracie Humaitá San Diego camp, who also worked extensively …",https://www.bjjheroes.com/bjj-fighters/michael-trasso
Gabriel Almeida,"Gabriel Almeida is a Brazilian jiu-jitsu black belt under Ricardo and Leonardo Vieira, having also worked extensively with Eduardo Flexa, while being a representative …",https://www.bjjheroes.com/bjj-fighters/gabriel-almeida
Aaron Johnson,"Aaron Johnson, commonly known as “Tex” Johnson, is a Brazilian jiu-jitsu black belt under Philip Smith and Murilo Santana, being one of the top …",https://www.bjjheroes.com/bjj-fighters/aaron-johnson
Gabriela Fechter,"Gabriela Fechter is a Brazilian jiu-jitsu black under Ricardo Vieira, being one of the top competitors in the Checkmat team. Originally from São Paulo, …",https://www.bjjheroes.com/bjj-fighters/gabi-fechter
Matheus Felipe,"Matheus Felipe Xavier, commonly referenced as Matheus “Tá Danado”, is a Brazilian jiu-jitsu black belt under Bruno Barreto, Thiago Barreto, and Leonardo Vieira, being …",https://www.bjjheroes.com/bjj-fighters/matheus-felipe
Nathalie Ribeiro,"Nathalie Ribeiro, commonly referenced as Tata Ribeiro, is a Brazilian jiu-jitsu black belt under Lucas Leite, having also worked extensively with coaches João and …",https://www.bjjheroes.com/bjj-fighters/nathalie-ribeiro
Caio Caetano,"Caio Caetano Soares is a Brazilian jiu-jitsu black belt under Leandro Lo, having also worked extensively with Cicero Costha. One of New School Brotherhood …",https://www.bjjheroes.com/bjj-fighters/caio-caetano
Jessica Cristina Santos,"Jessica Cristina Santos is a Brazilian jiu jitsu black belt under Anderson Silva, having also worked extensively with Luanna Alzuguir and Miriam Cardoso Cerqueira. …",https://www.bjjheroes.com/bjj-fighters/jessica-cristina-santos
Vinícius Ferreira,"Vinícius Ferreira Gazola, commonly known as Vinícius “Trator” (Tractor), is a Brazilian jiu-jitsu black belt under Fábio Gurgel and Michael Langhi, being also one …",https://www.bjjheroes.com/bjj-fighters/vinicius-trator
Vinícius Pedrosa,"Vinícius Pedrosa is a judo and Brazilian jiu jitsu black belt as well as a former freestyle wrestler, with 5 years of experience competing …",https://www.bjjheroes.com/bjj-fighters/vinicius-pedrosa
Alexandre Baraúna,"Alexandre Baraúna is a Brazilian jiu jitsu black belt under Ricardo de La Riva and Júlio César Pereira, being also a senior member of the …",https://www.bjjheroes.com/bjj-fighters/alexandre-barauna
Devhonte Johnson,"Devhonte Johnson, also known as “Bones”, is a Brazilian jiu-jitsu black belt under Murilo Santana, being also one of the main representatives of the …",https://www.bjjheroes.com/bjj-fighters/devhonte-johnson
Daisuke Shiraki,"Daisuke Shiraki, formerly known as Daisuke Sugie and also Daisuke “Amazon”, is a well known Japanese grappler and former professional mixed martial arts (MMA) …",https://www.bjjheroes.com/bjj-fighters/daisuke-amazon
Cole Franson,"Cole Franson is a Brazilian jiu-jitsu black belt under Maurício Mariano, being also one of the main representatives of the Tinguinha BJJ association in …",https://www.bjjheroes.com/bjj-fighters/cole-franson
Juninho Crivelari,"Antonio Roberto Crivelari Jr, commonly known as Juninho Crivelari, is a Brazilian jiu jitsu black belt under Nilson Liboni and a member of the Checkmat …",https://www.bjjheroes.com/bjj-fighters/juninho-crivelari
Fabrício Moreira,"Fabrício Moreira is a judo and Brazilian jiu jitsu black belt under Sérgio Penha, having also worked extensively with other grappling legends, namely Pedro …",https://www.bjjheroes.com/bjj-fighters/fabricio-moreira
Ygor Rodrigues,"Ygor Rodrigues is a Brazilian Jiu-Jitsu black belt under Márcio Rodrigues (Ygor’s father), being also one of the main representatives of the Equipe Marcio Rodrigues …",https://www.bjjheroes.com/bjj-fighters/ygor-rodrigues
Hygor Brito,"Hygor Brito da Silva is a Brazilian jiu-jitsu black belt under Nabil Abdel Aziz, having also worked extensively with coach Cicero Costha at the Projeto …",https://www.bjjheroes.com/bjj-fighters/hygor-brito
JW Wright,"JW Wright is a Brazilian Jiu Jitsu black belt under David Adiv and Royler Gracie, being also a pioneer for this sport/martial art in …",https://www.bjjheroes.com/bjj-fighters/jw-wright
Mauro Pacífico,"Mauro Pacífico is a Brazilian jiu jitsu under Octávio de Almeida Senior, having also worked extensively with Romeu Bertho while holding this same rank …",https://www.bjjheroes.com/bjj-fighters/mauro-pacifico
Jessica Swanson,Jessica Swanson is a Brazilian jiu jitsu black belt under Rafael “Formiga” Barbosa and a representative of the Soul Fighters team in the sport/martial …,https://www.bjjheroes.com/bjj-fighters/jessica-swanson
Richar Nogueira,"Richar Nogueira is a Brazilian jiu jitsu black belt under Cicero Costha, having also worked extensively with coaches Alexandre “Tatinho” Lopes, Mauro Pacífico and …",https://www.bjjheroes.com/bjj-fighters/richar-nogueira
Vanessa English,Vanessa English is a Brazilian jiu jitsu black belt under Victor Estima and representative of the Gracie Barra – Nottingham (UK) academy. Vanessa broke …,https://www.bjjheroes.com/bjj-fighters/vanessa-english
João Mendes,"João Mendes, often referenced as João “Bisnaga”, is a Brazilian jiu jitsu black belt under André Galvão, being also one of the main representatives …",https://www.bjjheroes.com/bjj-fighters/joao-mendes
Leonardo Lara,"Leonardo Lara, often referenced as Leo Lara, is a Brazilian jiu jitsu black belt under Caio Almeida being also one of the top representatives …",https://www.bjjheroes.com/bjj-fighters/leonardo-lara
Silvio Duran,"Silvio Duran de Barros Saraiva, commonly known as Silvio Duran is a Brazilian jiu jitsu black belt under Rodrigo Cavaca and Vitor Ribeiro, being …",https://www.bjjheroes.com/bjj-fighters/silvio-duran
Amal Amjahid,"Amal Amjahid is a Belgium born black belt in Brazilian jiu jitsu (BJJ), a rank awarded by her coach Khalid Houry, being also a member …",https://www.bjjheroes.com/bjj-fighters/amal-amjahid
Gabriel Sousa,"João Gabriel Batista de Sousa, commonly known as Gabriel Sousa, is a Brazilian jiu-jitsu black belt under Lucas Rocha, who is also one of …",https://www.bjjheroes.com/bjj-fighters/gabriel-sousa
Brenda Heller,"Brenda Heller is a Brazilian jiu jitsu black belt under Márcio André, being also one of the main BJJ competitors of her generation, a …",https://www.bjjheroes.com/bjj-fighters/brenda-heller
Lívio Ribeiro,"Cícero Lívio Ribeiro Paiva, commonly known as Lívio Ribeiro or “Galinho”, is a Brazilian jiu jitsu black belt under Osvaldo Moizinho of the Ares …",https://www.bjjheroes.com/bjj-fighters/livio-ribeiro
David Jacobs,"David Jacobs, commonly referenced as “The Rock”, was a Brazilian jiu jitsu black belt under Mario Yamasaki, who also worked extensively with Francisco Neto. …",https://www.bjjheroes.com/bjj-fighters/david-jacobs
Kennedy Maciel,"Kennedy Maciel is a Brazilian jiu-jitsu (BJJ) black belt, a promotion awarded by his father – legendary grappler Rubens Charles (also known as Cobrinha). …",https://www.bjjheroes.com/bjj-fighters/kennedy-maciel
Levi Jones-Leary,"Born in Sydney, Australia Levi Jones-Leary is a Brazilian jiu-jitsu black belt under Murilo Santana. Widely recognized as one of the top competitors of …",https://www.bjjheroes.com/bjj-fighters/levi-jones-leary
Matheus Gabriel,Matheus Gabriel Barros is a Brazilian jiu-jitsu black belt under Keiser Girão and a representative of the Checkmat team in this sport/martial art’s international …,https://www.bjjheroes.com/bjj-fighters/matheus-gabriel
Maurício Oliveira Neto,Maurício Oliveira Neto is a Brazilian jiu-jitsu black belt under Júlio César Pereira being also one of the main representatives of the GFT academy …,https://www.bjjheroes.com/bjj-fighters/mauricio-oliveira
Gabrielle McComb,"Gabrielle Lima, commonly known as Gabi McComb is a Brazilian jiu jitsu black belt under Letícia Ribeiro and Fabrício Camões, being also one of …",https://www.bjjheroes.com/bjj-fighters/gabi-mccomb
Kristen Martin,"Kristen Martin is a Brazilian Jiu Jitsu black belt under Hannette Staack and André Terêncio, being one of the main figures of the Brazil …",https://www.bjjheroes.com/bjj-fighters/kristen-martin
Kaynan Duarte,"Kaynan Duarte is a Brazilian jiu-jitsu black belt under André Galvão, having also worked extensively with coaches José Luis and Paulo Ledesma, being one …",https://www.bjjheroes.com/bjj-fighters/kaynan-duarte
Admilson Gobi Junior,"Admilson Gobi Junior is a Brazilian jiu jitsu black belt under Master João Eugênio and Ronaldo Lorentz, being also known for representing Lloyd Irvin …",https://www.bjjheroes.com/bjj-fighters/admilson-gobi-junior
Jorge Britto,Jorge Britto is a Brazilian jiu jitsu black belt under Saulo Ribeiro and Vini Aieta as well as the founder of the Jiu-Jitsu For …,https://www.bjjheroes.com/bjj-fighters/jorge-britto
Jorge Britto,Jorge Britto is a Brazilian jiu jitsu black belt under Saulo Ribeiro and Vini Aieta as well as the founder of the Jiu-Jitsu For …,https://www.bjjheroes.com/bjj-fighters/jorge-britto
Kristin Mikkelson,"Kristin Mikkelson is a Brazilian jiu jitsu black belt under Hannette Staack having also worked extensively with André Terêncio, being a top representative of the …",https://www.bjjheroes.com/bjj-fighters/kristin-mikkelson
Ana Carolina Schmitt,"Ana Carolina Schmitt is a Brazilian jiu-jitsu black belt under coach Marcos Cunha, having also worked extensively with coaches such as Juliano Wandalen and …",https://www.bjjheroes.com/bjj-fighters/ana-carolina-schmitt
Alex Sodré,"Alexssandro Sodré, commonly known as Alex Sodré is a Brazilian jiu-jitsu black belt under Rodrigo Feijão as well as one of the main light …",https://www.bjjheroes.com/bjj-fighters/alex-sodre
Thomas Lisboa,Thomas Lisboa is a Brazilian jiu jitsu black belt under Fábio Gurgel as well as one of the main light featherweight competitors of his …,https://www.bjjheroes.com/bjj-fighters/thomas-lisboa
Cleito Soares Junior,"Cleito Soares Junior is a Brazilian jiu jitsu black belt under Cleito Soares (Senior), having also worked extensively with Paulo Rezende and Ronald Bauer. …",https://www.bjjheroes.com/bjj-fighters/cleito-soares-junior
Tom Halpin,"Thomas Halpin, commonly referenced as Tom Halpin is an Irish born black belt in Brazilian jiu-jitsu, a rank earned from the hands of Roberto …",https://www.bjjheroes.com/bjj-fighters/tom-halpin
Wanki Chae,"Wanki Chae is a Brazilian jiu jitsu black belt under John Frankl, as well as a top contender in this sport’s featherweight division while …",https://www.bjjheroes.com/bjj-fighters/wanki-chae
Thiago Barreto,"Thiago Barreto Marques is a Brazilian jiu jitsu black belt under Burtom Deivisom, being also one of the top BJJ featherweight athletes of his …",https://www.bjjheroes.com/bjj-fighters/thiago-barreto
Adam Benayoun,Adam Benayoun is a Brazilian jiu jitsu black belt under Ryan Hall and a representative of the Fifty/50 Martial Arts Academy in the sport’s …,https://www.bjjheroes.com/bjj-fighters/benayoun
Matheus Gonzaga,"Matheus Gonzaga is a Brazilian jiu-jitsu black belt under Daniel Gazoni and a representative of the Atos Academy, formerly with the Alliance Academy (Bernardo …",https://www.bjjheroes.com/bjj-fighters/matheus-gonzaga
Yacinta Nguyen,"Canadian grappler Yacinta Nguyen is a Brazilian jiu jitsu black belt under Jorge Britto a rank she also achieved in judo, being an international …",https://www.bjjheroes.com/bjj-fighters/yacinta-nguyen
Renata Marinho,"Renata Marinho Moreira is a Brazilian jiu jitsu black belt under Fábio Gurgel who has also worked extensively with Tiago Rocha, being one of …",https://www.bjjheroes.com/bjj-fighters/renata-marinho
Jon Calestine,"Jon Calestine is a jiu-jitsu black belt under Daisuke Yamaji of the Renzo Gracie Fight Academy, having also worked extensively with Tony B, Eddie Cummings, …",https://www.bjjheroes.com/bjj-fighters/jon-calestine
Rodrigo Ribeiro,"Rodrigo Ribeiro is a Brazilian jiu jitsu black belt under Eduardo Franco, being also one of the top super heavyweights of his generation as …",https://www.bjjheroes.com/bjj-fighters/rodrigo-ribeiro
Maria Malyjasiak,"Maria Malyjasiak, often referred to as “Marysia” Malyjasiak is a Polish born Brazilian jiu jitsu black belt under Abmar Barbosa, and a Pan American champion …",https://www.bjjheroes.com/bjj-fighters/maria-malyjasiak
Jake Ferrara,Jake Ferrara is a Brazilian jiu-jitsu black belt under AJ Sousa and a representative of the Grappling Fight Team (GFT) in the sport’s international …,https://www.bjjheroes.com/bjj-fighters/jake-ferrara
Matt Leighton,Matthew Leighton or Matt Leighton is a Brazilian jiu-jitsu black belt under Mark Vives (New Breed Training Centre) and a representative of Jared Weiner‘s …,https://www.bjjheroes.com/bjj-fighters/matt-leighton
Thaís Ramos,"Thais Ramos is a historic Brazilian jiu jitsu figure, being the sport’s first female black belt world champion under the International Brazilian Jiu Jitsu Federation (IBJJF), an achievement accomplished in 1998.",https://www.bjjheroes.com/bjj-fighters/thais-ramos
Max Carvalho,"Max Carvalho is a Brazilian jiu jitsu black belt under Zé Radiola and a member of ZR Team’s international grappling association, being also one of the sport’s pioneers in Central Europe. Particularly Hungary, a country in which he settled back in 2004.",https://www.bjjheroes.com/bjj-fighters/maximiliano-carvalho
Rodrigo Carvalho,"Rodrigo Carvalho is a Brazilian jiu jitsu black belt under the legendary Pascoal Duarte and Marcio Antony, being also one of the most revered …",https://www.bjjheroes.com/bjj-fighters/rodrigo-carvalho
Fellipe Trovo,"Fellipe Trovo is a Brazilian jiu-jitsu black belt under André Ushirobira, being also a representative of Rômulo Barral and his branch of the Gracie …",https://www.bjjheroes.com/bjj-fighters/fellipe-trovo
Lachlan Giles,"Lachlan Giles is an Australian grappler and black belt in Brazilian jiu-jitsu black belt under John Simon, having also worked extensively with Tyrone Crosse …",https://www.bjjheroes.com/bjj-fighters/lachlan-giles
Patrick Bittan,"Patrick Bittan is a Brazilian jiu jitsu (BJJ) pioneer and a black belt under Flavio Behring having also worked extensively with Rickson Gracie, being widely regarded as France’s first BJJ black belt.",https://www.bjjheroes.com/bjj-fighters/patrick-bittan
Igor Veríssimo,"Igor Veríssimo Chaves is a Brazilian jiu jitsu black belt under Leandro Lo, being also one of the brightest stars in the New School …",https://www.bjjheroes.com/bjj-fighters/igor-verissimo
Rafael Vasconcelos,Rafael Vasconcelos de Lima is a Brazilian jiu jitsu black belt under Leandro Lo and representative of the Atos JJ Team while having also worked extensively with Cicero Costha.,https://www.bjjheroes.com/bjj-fighters/rafael-vasconcelos
Thiago Macedo,"Thiago Macedo is a Brazilian jiu jitsu black belt under the renowned grappling coach Faustino Neto (Mestre Pina), also known as one of the …",https://www.bjjheroes.com/bjj-fighters/thiago-macedo
